OMRÅDE;KØN;CIVILSTAND;TID;ALDER;INDHOLD
Aalborg;Kvinder;Fraskilt;2018K4;38 år;133
Aalborg;Kvinder;Fraskilt;2018K4;39 år;150
Aalborg;Kvinder;Fraskilt;2018K4;40 år;163
Aalborg;Kvinder;Fraskilt;2019K4;30 år;33
Aalborg;Kvinder;Fraskilt;2019K4;31 år;52
Aalborg;Kvinder;Fraskilt;2019K4;32 år;64
Aalborg;Kvinder;Fraskilt;2019K4;33 år;57
Aalborg;Kvinder;Fraskilt;2019K4;34 år;66
Aalborg;Kvinder;Fraskilt;2019K4;35 år;86
Aalborg;Kvinder;Fraskilt;2019K4;36 år;92
Aalborg;Kvinder;Fraskilt;2019K4;37 år;120
Aalborg;Kvinder;Fraskilt;2019K4;38 år;107
Aalborg;Kvinder;Fraskilt;2019K4;39 år;143
Aalborg;Kvinder;Fraskilt;2019K4;40 år;169
Aalborg;Kvinder;Fraskilt;2020K4;30 år;51
Aalborg;Kvinder;Fraskilt;2020K4;31 år;43
Aalborg;Kvinder;Fraskilt;2020K4;32 år;55
Aalborg;Kvinder;Fraskilt;2020K4;33 år;68
Aalborg;Kvinder;Fraskilt;2020K4;34 år;63
Aalborg;Kvinder;Fraskilt;2020K4;35 år;72
Aalborg;Kvinder;Fraskilt;2020K4;36 år;85
Aalborg;Kvinder;Fraskilt;2020K4;37 år;107
Aalborg;Kvinder;Fraskilt;2020K4;38 år;126
Aalborg;Kvinder;Fraskilt;2020K4;39 år;122
Aalborg;Kvinder;Fraskilt;2020K4;40 år;155
Aarhus;Mænd;Ugift;2016K4;30 år;2252
Aarhus;Mænd;Ugift;2016K4;31 år;1900
Aarhus;Mænd;Ugift;2016K4;32 år;1632
Aarhus;Mænd;Ugift;2016K4;33 år;1415
Aarhus;Mænd;Ugift;2016K4;34 år;1303
Aarhus;Mænd;Ugift;2016K4;35 år;1159
Aarhus;Mænd;Ugift;2016K4;36 år;1057
Aarhus;Mænd;Ugift;2016K4;37 år;979
Aarhus;Mænd;Ugift;2016K4;38 år;895
Aarhus;Mænd;Ugift;2016K4;39 år;812
Aarhus;Mænd;Ugift;2016K4;40 år;735
Aarhus;Mænd;Ugift;2017K4;30 år;2372
Aarhus;Mænd;Ugift;2017K4;31 år;2029
Aarhus;Mænd;Ugift;2017K4;32 år;1688
Aarhus;Mænd;Ugift;2017K4;33 år;1455
Aarhus;Mænd;Ugift;2017K4;34 år;1264
Aarhus;Mænd;Ugift;2017K4;35 år;1189
Aarhus;Mænd;Ugift;2017K4;36 år;1057
Aarhus;Mænd;Ugift;2017K4;37 år;961
Aarhus;Mænd;Ugift;2017K4;38 år;907
Aarhus;Mænd;Ugift;2017K4;39 år;863
Aarhus;Mænd;Ugift;2017K4;40 år;764
Aarhus;Mænd;Ugift;2018K4;30 år;2403
Aarhus;Mænd;Ugift;2018K4;31 år;2080
Aarhus;Mænd;Ugift;2018K4;32 år;1794
Aarhus;Mænd;Ugift;2018K4;33 år;1517
Aarhus;Mænd;Ugift;2018K4;34 år;1340
Aarhus;Mænd;Ugift;2018K4;35 år;1157
Aarhus;Mænd;Ugift;2018K4;36 år;1069
Aarhus;Mænd;Ugift;2018K4;37 år;969
Aarhus;Mænd;Ugift;2018K4;38 år;888
Aarhus;Mænd;Ugift;2018K4;39 år;852
Aarhus;Mænd;Ugift;2018K4;40 år;812
Aarhus;Mænd;Ugift;2019K4;30 år;2538
Aarhus;Mænd;Ugift;2019K4;31 år;2196
Aarhus;Mænd;Ugift;2019K4;32 år;1861
Aarhus;Mænd;Ugift;2019K4;33 år;1625
Aarhus;Mænd;Ugift;2019K4;34 år;1398
Aarhus;Mænd;Ugift;2019K4;35 år;1197
Aarhus;Mænd;Ugift;2019K4;36 år;1055
Aarhus;Mænd;Ugift;2019K4;37 år;1006
Aarhus;Mænd;Ugift;2019K4;38 år;906
Aarhus;Mænd;Ugift;2019K4;39 år;842
Aarhus;Mænd;Ugift;2019K4;40 år;802
Aarhus;Mænd;Ugift;2020K4;30 år;2658
Aarhus;Mænd;Ugift;2020K4;31 år;2283
Aarhus;Mænd;Ugift;2020K4;32 år;1946
Aarhus;Mænd;Ugift;2020K4;33 år;1685
Aarhus;Mænd;Ugift;2020K4;34 år;1478
Aarhus;Mænd;Ugift;2020K4;35 år;1275
Aarhus;Mænd;Ugift;2020K4;36 år;1107
Aarhus;Mænd;Ugift;2020K4;37 år;975
Aarhus;Mænd;Ugift;2020K4;38 år;939
Aarhus;Mænd;Ugift;2020K4;39 år;843
Aarhus;Mænd;Ugift;2020K4;40 år;809
Aarhus;Mænd;Gift/separeret;2016K4;30 år;562
Aarhus;Mænd;Gift/separeret;2016K4;31 år;610
Aarhus;Mænd;Gift/separeret;2016K4;32 år;702
Aarhus;Mænd;Gift/separeret;2016K4;33 år;779
Aarhus;Mænd;Gift/separeret;2016K4;34 år;850
Aarhus;Mænd;Gift/separeret;2016K4;35 år;866
Aarhus;Mænd;Gift/separeret;2016K4;36 år;865
Aarhus;Mænd;Gift/separeret;2016K4;37 år;935
Aarhus;Mænd;Gift/separeret;2016K4;38 år;966
Aarhus;Mænd;Gift/separeret;2016K4;39 år;929
Aarhus;Mænd;Gift/separeret;2016K4;40 år;949
Aarhus;Mænd;Gift/separeret;2017K4;30 år;583
Aarhus;Mænd;Gift/separeret;2017K4;31 år;647
Aarhus;Mænd;Gift/separeret;2017K4;32 år;703
Aarhus;Mænd;Gift/separeret;2017K4;33 år;778
Aarhus;Mænd;Gift/separeret;2017K4;34 år;826
Aarhus;Mænd;Gift/separeret;2017K4;35 år;901
Aarhus;Mænd;Gift/separeret;2017K4;36 år;914
Aarhus;Mænd;Gift/separeret;2017K4;37 år;900
Aarhus;Mænd;Gift/separeret;2017K4;38 år;957
Aarhus;Mænd;Gift/separeret;2017K4;39 år;986
Aarhus;Mænd;Gift/separeret;2017K4;40 år;942
Aarhus;Mænd;Gift/separeret;2018K4;30 år;563
Aarhus;Mænd;Gift/separeret;2018K4;31 år;664
Aarhus;Mænd;Gift/separeret;2018K4;32 år;684
Aarhus;Mænd;Gift/separeret;2018K4;33 år;756
Aarhus;Mænd;Gift/separeret;2018K4;34 år;828
Aarhus;Mænd;Gift/separeret;2018K4;35 år;878
Aarhus;Mænd;Gift/separeret;2018K4;36 år;942
Aarhus;Mænd;Gift/separeret;2018K4;37 år;950
Aarhus;Mænd;Gift/separeret;2018K4;38 år;932
Aarhus;Mænd;Gift/separeret;2018K4;39 år;989
Aarhus;Mænd;Gift/separeret;2018K4;40 år;1001
Aarhus;Mænd;Gift/separeret;2019K4;30 år;653
Aarhus;Mænd;Gift/separeret;2019K4;31 år;620
Aarhus;Mænd;Gift/separeret;2019K4;32 år;744
Aarhus;Mænd;Gift/separeret;2019K4;33 år;755
Aarhus;Mænd;Gift/separeret;2019K4;34 år;786
Aarhus;Mænd;Gift/separeret;2019K4;35 år;877
Aarhus;Mænd;Gift/separeret;2019K4;36 år;899
Aarhus;Mænd;Gift/separeret;2019K4;37 år;969
Aarhus;Mænd;Gift/separeret;2019K4;38 år;973
Aarhus;Mænd;Gift/separeret;2019K4;39 år;952
Aarhus;Mænd;Gift/separeret;2019K4;40 år;997
Aarhus;Mænd;Gift/separeret;2020K4;30 år;596
Aarhus;Mænd;Gift/separeret;2020K4;31 år;694
Aarhus;Mænd;Gift/separeret;2020K4;32 år;670
Aarhus;Mænd;Gift/separeret;2020K4;33 år;781
Aarhus;Mænd;Gift/separeret;2020K4;34 år;810
Aarhus;Mænd;Gift/separeret;2020K4;35 år;811
Aarhus;Mænd;Gift/separeret;2020K4;36 år;888
Aarhus;Mænd;Gift/separeret;2020K4;37 år;896
Aarhus;Mænd;Gift/separeret;2020K4;38 år;948
Aarhus;Mænd;Gift/separeret;2020K4;39 år;985
Aarhus;Mænd;Gift/separeret;2020K4;40 år;969
Aarhus;Mænd;Enke/enkemand;2016K4;30 år;0
Aarhus;Mænd;Enke/enkemand;2016K4;31 år;0
Aarhus;Mænd;Enke/enkemand;2016K4;32 år;0
Aarhus;Mænd;Enke/enkemand;2016K4;33 år;0
Aarhus;Mænd;Enke/enkemand;2016K4;34 år;1
Aarhus;Mænd;Enke/enkemand;2016K4;35 år;1
Aarhus;Mænd;Enke/enkemand;2016K4;36 år;1
Aarhus;Mænd;Enke/enkemand;2016K4;37 år;0
Aarhus;Mænd;Enke/enkemand;2016K4;38 år;5
Aarhus;Mænd;Enke/enkemand;2016K4;39 år;4
Aarhus;Mænd;Enke/enkemand;2016K4;40 år;2
Aarhus;Mænd;Enke/enkemand;2017K4;30 år;0
Aarhus;Mænd;Enke/enkemand;2017K4;31 år;0
Aarhus;Mænd;Enke/enkemand;2017K4;32 år;1
Aarhus;Mænd;Enke/enkemand;2017K4;33 år;0
Aarhus;Mænd;Enke/enkemand;2017K4;34 år;1
Aarhus;Mænd;Enke/enkemand;2017K4;35 år;1
Aarhus;Mænd;Enke/enkemand;2017K4;36 år;1
Aarhus;Mænd;Enke/enkemand;2017K4;37 år;1
Aarhus;Mænd;Enke/enkemand;2017K4;38 år;0
Aarhus;Mænd;Enke/enkemand;2017K4;39 år;4
Aarhus;Mænd;Enke/enkemand;2017K4;40 år;4
Aarhus;Mænd;Enke/enkemand;2018K4;30 år;0
Aarhus;Mænd;Enke/enkemand;2018K4;31 år;1
Aarhus;Mænd;Enke/enkemand;2018K4;32 år;1
Aarhus;Mænd;Enke/enkemand;2018K4;33 år;2
Aarhus;Mænd;Enke/enkemand;2018K4;34 år;0
Aarhus;Mænd;Enke/enkemand;2018K4;35 år;1
Aarhus;Mænd;Enke/enkemand;2018K4;36 år;1
Aarhus;Mænd;Enke/enkemand;2018K4;37 år;3
Aarhus;Mænd;Enke/enkemand;2018K4;38 år;2
Aarhus;Mænd;Enke/enkemand;2018K4;39 år;1
Aarhus;Mænd;Enke/enkemand;2018K4;40 år;3
Aarhus;Mænd;Enke/enkemand;2019K4;30 år;1
Aarhus;Mænd;Enke/enkemand;2019K4;31 år;0
Aarhus;Mænd;Enke/enkemand;2019K4;32 år;1
Aarhus;Mænd;Enke/enkemand;2019K4;33 år;0
Aarhus;Mænd;Enke/enkemand;2019K4;34 år;2
Aarhus;Mænd;Enke/enkemand;2019K4;35 år;0
Aarhus;Mænd;Enke/enkemand;2019K4;36 år;1
Aarhus;Mænd;Enke/enkemand;2019K4;37 år;2
Aarhus;Mænd;Enke/enkemand;2019K4;38 år;3
Aarhus;Mænd;Enke/enkemand;2019K4;39 år;4
Aarhus;Mænd;Enke/enkemand;2019K4;40 år;2
Aarhus;Mænd;Enke/enkemand;2020K4;30 år;0
Aarhus;Mænd;Enke/enkemand;2020K4;31 år;1
Aarhus;Mænd;Enke/enkemand;2020K4;32 år;0
Aarhus;Mænd;Enke/enkemand;2020K4;33 år;0
Aarhus;Mænd;Enke/enkemand;2020K4;34 år;0
Aarhus;Mænd;Enke/enkemand;2020K4;35 år;3
Aarhus;Mænd;Enke/enkemand;2020K4;36 år;0
Aarhus;Mænd;Enke/enkemand;2020K4;37 år;1
Aarhus;Mænd;Enke/enkemand;2020K4;38 år;2
Aarhus;Mænd;Enke/enkemand;2020K4;39 år;4
Aarhus;Mænd;Enke/enkemand;2020K4;40 år;2
Aarhus;Mænd;Fraskilt;2016K4;30 år;30
Aarhus;Mænd;Fraskilt;2016K4;31 år;29
Aarhus;Mænd;Fraskilt;2016K4;32 år;74
Aarhus;Mænd;Fraskilt;2016K4;33 år;63
Aarhus;Mænd;Fraskilt;2016K4;34 år;63
Aarhus;Mænd;Fraskilt;2016K4;35 år;107
Aarhus;Mænd;Fraskilt;2016K4;36 år;100
Aarhus;Mænd;Fraskilt;2016K4;37 år;133
Aarhus;Mænd;Fraskilt;2016K4;38 år;127
Aarhus;Mænd;Fraskilt;2016K4;39 år;137
Aarhus;Mænd;Fraskilt;2016K4;40 år;149
Aarhus;Mænd;Fraskilt;2017K4;30 år;29
Aarhus;Mænd;Fraskilt;2017K4;31 år;47
Aarhus;Mænd;Fraskilt;2017K4;32 år;40
Aarhus;Mænd;Fraskilt;2017K4;33 år;78
Aarhus;Mænd;Fraskilt;2017K4;34 år;69
Aarhus;Mænd;Fraskilt;2017K4;35 år;67
Aarhus;Mænd;Fraskilt;2017K4;36 år;103
Aarhus;Mænd;Fraskilt;2017K4;37 år;111
Aarhus;Mænd;Fraskilt;2017K4;38 år;141
Aarhus;Mænd;Fraskilt;2017K4;39 år;142
Aarhus;Mænd;Fraskilt;2017K4;40 år;146
Aarhus;Mænd;Fraskilt;2018K4;30 år;45
Aarhus;Mænd;Fraskilt;2018K4;31 år;37
Aarhus;Mænd;Fraskilt;2018K4;32 år;53
Aarhus;Mænd;Fraskilt;2018K4;33 år;48
Aarhus;Mænd;Fraskilt;2018K4;34 år;83
Aarhus;Mænd;Fraskilt;2018K4;35 år;66
Aarhus;Mænd;Fraskilt;2018K4;36 år;79
Aarhus;Mænd;Fraskilt;2018K4;37 år;104
Aarhus;Mænd;Fraskilt;2018K4;38 år;118
Aarhus;Mænd;Fraskilt;2018K4;39 år;142
Aarhus;Mænd;Fraskilt;2018K4;40 år;154
Aarhus;Mænd;Fraskilt;2019K4;30 år;25
Aarhus;Mænd;Fraskilt;2019K4;31 år;59
Aarhus;Mænd;Fraskilt;2019K4;32 år;45
Aarhus;Mænd;Fraskilt;2019K4;33 år;56
Aarhus;Mænd;Fraskilt;2019K4;34 år;48
Aarhus;Mænd;Fraskilt;2019K4;35 år;95
Aarhus;Mænd;Fraskilt;2019K4;36 år;79
Aarhus;Mænd;Fraskilt;2019K4;37 år;91
Aarhus;Mænd;Fraskilt;2019K4;38 år;105
Aarhus;Mænd;Fraskilt;2019K4;39 år;121
Aarhus;Mænd;Fraskilt;2019K4;40 år;161
Aarhus;Mænd;Fraskilt;2020K4;30 år;30
Aarhus;Mænd;Fraskilt;2020K4;31 år;31
Aarhus;Mænd;Fraskilt;2020K4;32 år;62
Aarhus;Mænd;Fraskilt;2020K4;33 år;56
Aarhus;Mænd;Fraskilt;2020K4;34 år;66
Aarhus;Mænd;Fraskilt;2020K4;35 år;59
Aarhus;Mænd;Fraskilt;2020K4;36 år;95
Aarhus;Mænd;Fraskilt;2020K4;37 år;89
Aarhus;Mænd;Fraskilt;2020K4;38 år;99
Aarhus;Mænd;Fraskilt;2020K4;39 år;117
Aarhus;Mænd;Fraskilt;2020K4;40 år;136
Aarhus;Kvinder;Ugift;2016K4;30 år;1718
Aarhus;Kvinder;Ugift;2016K4;31 år;1496
Aarhus;Kvinder;Ugift;2016K4;32 år;1311
Aarhus;Kvinder;Ugift;2016K4;33 år;1150
Aarhus;Kvinder;Ugift;2016K4;34 år;1045
Aarhus;Kvinder;Ugift;2016K4;35 år;869
Aarhus;Kvinder;Ugift;2016K4;36 år;802
Aarhus;Kvinder;Ugift;2016K4;37 år;724
Aarhus;Kvinder;Ugift;2016K4;38 år;637
Aarhus;Kvinder;Ugift;2016K4;39 år;619
Aarhus;Kvinder;Ugift;2016K4;40 år;598
Aarhus;Kvinder;Ugift;2017K4;30 år;1931
Aarhus;Kvinder;Ugift;2017K4;31 år;1525
Aarhus;Kvinder;Ugift;2017K4;32 år;1342
Aarhus;Kvinder;Ugift;2017K4;33 år;1154
Aarhus;Kvinder;Ugift;2017K4;34 år;1003
Aarhus;Kvinder;Ugift;2017K4;35 år;958
Aarhus;Kvinder;Ugift;2017K4;36 år;808
Aarhus;Kvinder;Ugift;2017K4;37 år;771
Aarhus;Kvinder;Ugift;2017K4;38 år;671
Aarhus;Kvinder;Ugift;2017K4;39 år;619
Aarhus;Kvinder;Ugift;2017K4;40 år;583
Aarhus;Kvinder;Ugift;2018K4;30 år;1957
Aarhus;Kvinder;Ugift;2018K4;31 år;1659
Aarhus;Kvinder;Ugift;2018K4;32 år;1368
Aarhus;Kvinder;Ugift;2018K4;33 år;1182
Aarhus;Kvinder;Ugift;2018K4;34 år;1040
Aarhus;Kvinder;Ugift;2018K4;35 år;915
Aarhus;Kvinder;Ugift;2018K4;36 år;876
Aarhus;Kvinder;Ugift;2018K4;37 år;736
Aarhus;Kvinder;Ugift;2018K4;38 år;720
Aarhus;Kvinder;Ugift;2018K4;39 år;637
Aarhus;Kvinder;Ugift;2018K4;40 år;589
Aarhus;Kvinder;Ugift;2019K4;30 år;2118
Aarhus;Kvinder;Ugift;2019K4;31 år;1774
Aarhus;Kvinder;Ugift;2019K4;32 år;1468
Aarhus;Kvinder;Ugift;2019K4;33 år;1241
Aarhus;Kvinder;Ugift;2019K4;34 år;1059
Aarhus;Kvinder;Ugift;2019K4;35 år;955
Aarhus;Kvinder;Ugift;2019K4;36 år;853
Aarhus;Kvinder;Ugift;2019K4;37 år;824
Aarhus;Kvinder;Ugift;2019K4;38 år;683
Aarhus;Kvinder;Ugift;2019K4;39 år;676
Aarhus;Kvinder;Ugift;2019K4;40 år;608
Aarhus;Kvinder;Ugift;2020K4;30 år;2143
Aarhus;Kvinder;Ugift;2020K4;31 år;1884
Aarhus;Kvinder;Ugift;2020K4;32 år;1530
Aarhus;Kvinder;Ugift;2020K4;33 år;1331
Aarhus;Kvinder;Ugift;2020K4;34 år;1136
Aarhus;Kvinder;Ugift;2020K4;35 år;968
Aarhus;Kvinder;Ugift;2020K4;36 år;887
Aarhus;Kvinder;Ugift;2020K4;37 år;799
Aarhus;Kvinder;Ugift;2020K4;38 år;754
Aarhus;Kvinder;Ugift;2020K4;39 år;648
Aarhus;Kvinder;Ugift;2020K4;40 år;653
Aarhus;Kvinder;Gift/separeret;2016K4;30 år;737
Aarhus;Kvinder;Gift/separeret;2016K4;31 år;760
Aarhus;Kvinder;Gift/separeret;2016K4;32 år;872
Aarhus;Kvinder;Gift/separeret;2016K4;33 år;834
Aarhus;Kvinder;Gift/separeret;2016K4;34 år;947
Aarhus;Kvinder;Gift/separeret;2016K4;35 år;964
Aarhus;Kvinder;Gift/separeret;2016K4;36 år;992
Aarhus;Kvinder;Gift/separeret;2016K4;37 år;1058
Aarhus;Kvinder;Gift/separeret;2016K4;38 år;998
Aarhus;Kvinder;Gift/separeret;2016K4;39 år;889
Aarhus;Kvinder;Gift/separeret;2016K4;40 år;1023
Aarhus;Kvinder;Gift/separeret;2017K4;30 år;789
Aarhus;Kvinder;Gift/separeret;2017K4;31 år;796
Aarhus;Kvinder;Gift/separeret;2017K4;32 år;799
Aarhus;Kvinder;Gift/separeret;2017K4;33 år;909
Aarhus;Kvinder;Gift/separeret;2017K4;34 år;893
Aarhus;Kvinder;Gift/separeret;2017K4;35 år;994
Aarhus;Kvinder;Gift/separeret;2017K4;36 år;984
Aarhus;Kvinder;Gift/separeret;2017K4;37 år;993
Aarhus;Kvinder;Gift/separeret;2017K4;38 år;1080
Aarhus;Kvinder;Gift/separeret;2017K4;39 år;1003
Aarhus;Kvinder;Gift/separeret;2017K4;40 år;910
Aarhus;Kvinder;Gift/separeret;2018K4;30 år;760
Aarhus;Kvinder;Gift/separeret;2018K4;31 år;863
Aarhus;Kvinder;Gift/separeret;2018K4;32 år;841
Aarhus;Kvinder;Gift/separeret;2018K4;33 år;874
Aarhus;Kvinder;Gift/separeret;2018K4;34 år;962
Aarhus;Kvinder;Gift/separeret;2018K4;35 år;929
Aarhus;Kvinder;Gift/separeret;2018K4;36 år;1008
Aarhus;Kvinder;Gift/separeret;2018K4;37 år;1010
Aarhus;Kvinder;Gift/separeret;2018K4;38 år;997
Aarhus;Kvinder;Gift/separeret;2018K4;39 år;1086
Aarhus;Kvinder;Gift/separeret;2018K4;40 år;1004
Aarhus;Kvinder;Gift/separeret;2019K4;30 år;827
Aarhus;Kvinder;Gift/separeret;2019K4;31 år;827
Aarhus;Kvinder;Gift/separeret;2019K4;32 år;931
Aarhus;Kvinder;Gift/separeret;2019K4;33 år;889
Aarhus;Kvinder;Gift/separeret;2019K4;34 år;908
Aarhus;Kvinder;Gift/separeret;2019K4;35 år;989
Aarhus;Kvinder;Gift/separeret;2019K4;36 år;944
Aarhus;Kvinder;Gift/separeret;2019K4;37 år;1041
Aarhus;Kvinder;Gift/separeret;2019K4;38 år;1028
Aarhus;Kvinder;Gift/separeret;2019K4;39 år;1025
Aarhus;Kvinder;Gift/separeret;2019K4;40 år;1112
Aarhus;Kvinder;Gift/separeret;2020K4;30 år;774
Aarhus;Kvinder;Gift/separeret;2020K4;31 år;841
Aarhus;Kvinder;Gift/separeret;2020K4;32 år;881
Aarhus;Kvinder;Gift/separeret;2020K4;33 år;955
Aarhus;Kvinder;Gift/separeret;2020K4;34 år;913
Aarhus;Kvinder;Gift/separeret;2020K4;35 år;912
Aarhus;Kvinder;Gift/separeret;2020K4;36 år;967
Aarhus;Kvinder;Gift/separeret;2020K4;37 år;931
Aarhus;Kvinder;Gift/separeret;2020K4;38 år;1053
Aarhus;Kvinder;Gift/separeret;2020K4;39 år;1042
Aarhus;Kvinder;Gift/separeret;2020K4;40 år;1019
Aarhus;Kvinder;Enke/enkemand;2016K4;30 år;1
Aarhus;Kvinder;Enke/enkemand;2016K4;31 år;3
Aarhus;Kvinder;Enke/enkemand;2016K4;32 år;3
Aarhus;Kvinder;Enke/enkemand;2016K4;33 år;0
Aarhus;Kvinder;Enke/enkemand;2016K4;34 år;3
Aarhus;Kvinder;Enke/enkemand;2016K4;35 år;3
Aarhus;Kvinder;Enke/enkemand;2016K4;36 år;2
Aarhus;Kvinder;Enke/enkemand;2016K4;37 år;6
Aarhus;Kvinder;Enke/enkemand;2016K4;38 år;9
Aarhus;Kvinder;Enke/enkemand;2016K4;39 år;4
Aarhus;Kvinder;Enke/enkemand;2016K4;40 år;6
Aarhus;Kvinder;Enke/enkemand;2017K4;30 år;2
Aarhus;Kvinder;Enke/enkemand;2017K4;31 år;1
Aarhus;Kvinder;Enke/enkemand;2017K4;32 år;2
Aarhus;Kvinder;Enke/enkemand;2017K4;33 år;4
Aarhus;Kvinder;Enke/enkemand;2017K4;34 år;1
Aarhus;Kvinder;Enke/enkemand;2017K4;35 år;3
Aarhus;Kvinder;Enke/enkemand;2017K4;36 år;3
Aarhus;Kvinder;Enke/enkemand;2017K4;37 år;2
Aarhus;Kvinder;Enke/enkemand;2017K4;38 år;6
Aarhus;Kvinder;Enke/enkemand;2017K4;39 år;10
Aarhus;Kvinder;Enke/enkemand;2017K4;40 år;4
Aarhus;Kvinder;Enke/enkemand;2018K4;30 år;4
Aarhus;Kvinder;Enke/enkemand;2018K4;31 år;2
Aarhus;Kvinder;Enke/enkemand;2018K4;32 år;1
Aarhus;Kvinder;Enke/enkemand;2018K4;33 år;2
Aarhus;Kvinder;Enke/enkemand;2018K4;34 år;4
Aarhus;Kvinder;Enke/enkemand;2018K4;35 år;2
Aarhus;Kvinder;Enke/enkemand;2018K4;36 år;3
Aarhus;Kvinder;Enke/enkemand;2018K4;37 år;2
Aarhus;Kvinder;Enke/enkemand;2018K4;38 år;4
Aarhus;Kvinder;Enke/enkemand;2018K4;39 år;6
Aarhus;Kvinder;Enke/enkemand;2018K4;40 år;9
Aarhus;Kvinder;Enke/enkemand;2019K4;30 år;1
Aarhus;Kvinder;Enke/enkemand;2019K4;31 år;4
Aarhus;Kvinder;Enke/enkemand;2019K4;32 år;3
Aarhus;Kvinder;Enke/enkemand;2019K4;33 år;2
Aarhus;Kvinder;Enke/enkemand;2019K4;34 år;2
Aarhus;Kvinder;Enke/enkemand;2019K4;35 år;5
Aarhus;Kvinder;Enke/enkemand;2019K4;36 år;2
Aarhus;Kvinder;Enke/enkemand;2019K4;37 år;4
Aarhus;Kvinder;Enke/enkemand;2019K4;38 år;4
Aarhus;Kvinder;Enke/enkemand;2019K4;39 år;4
Aarhus;Kvinder;Enke/enkemand;2019K4;40 år;6
Aarhus;Kvinder;Enke/enkemand;2020K4;30 år;0
Aarhus;Kvinder;Enke/enkemand;2020K4;31 år;2
Aarhus;Kvinder;Enke/enkemand;2020K4;32 år;3
Aarhus;Kvinder;Enke/enkemand;2020K4;33 år;4
Aarhus;Kvinder;Enke/enkemand;2020K4;34 år;3
Aarhus;Kvinder;Enke/enkemand;2020K4;35 år;3
Aarhus;Kvinder;Enke/enkemand;2020K4;36 år;6
Aarhus;Kvinder;Enke/enkemand;2020K4;37 år;2
Aarhus;Kvinder;Enke/enkemand;2020K4;38 år;5
Aarhus;Kvinder;Enke/enkemand;2020K4;39 år;6
Aarhus;Kvinder;Enke/enkemand;2020K4;40 år;5
Aarhus;Kvinder;Fraskilt;2016K4;30 år;72
Aarhus;Kvinder;Fraskilt;2016K4;31 år;86
Aarhus;Kvinder;Fraskilt;2016K4;32 år;84
Aarhus;Kvinder;Fraskilt;2016K4;33 år;97
Aarhus;Kvinder;Fraskilt;2016K4;34 år;144
Aarhus;Kvinder;Fraskilt;2016K4;35 år;143
Aarhus;Kvinder;Fraskilt;2016K4;36 år;156
Aarhus;Kvinder;Fraskilt;2016K4;37 år;176
Aarhus;Kvinder;Fraskilt;2016K4;38 år;218
Aarhus;Kvinder;Fraskilt;2016K4;39 år;200
Aarhus;Kvinder;Fraskilt;2016K4;40 år;247
Aarhus;Kvinder;Fraskilt;2017K4;30 år;55
Aarhus;Kvinder;Fraskilt;2017K4;31 år;86
Aarhus;Kvinder;Fraskilt;2017K4;32 år;86
Aarhus;Kvinder;Fraskilt;2017K4;33 år;96
Aarhus;Kvinder;Fraskilt;2017K4;34 år;115
Aarhus;Kvinder;Fraskilt;2017K4;35 år;148
Aarhus;Kvinder;Fraskilt;2017K4;36 år;145
Aarhus;Kvinder;Fraskilt;2017K4;37 år;168
Aarhus;Kvinder;Fraskilt;2017K4;38 år;189
Aarhus;Kvinder;Fraskilt;2017K4;39 år;222
Aarhus;Kvinder;Fraskilt;2017K4;40 år;203
Aarhus;Kvinder;Fraskilt;2018K4;30 år;56
Aarhus;Kvinder;Fraskilt;2018K4;31 år;69
Aarhus;Kvinder;Fraskilt;2018K4;32 år;94
Aarhus;Kvinder;Fraskilt;2018K4;33 år;89
Aarhus;Kvinder;Fraskilt;2018K4;34 år;109
Aarhus;Kvinder;Fraskilt;2018K4;35 år;123
Aarhus;Kvinder;Fraskilt;2018K4;36 år;157
Aarhus;Kvinder;Fraskilt;2018K4;37 år;156
Aarhus;Kvinder;Fraskilt;2018K4;38 år;182
Aarhus;Kvinder;Fraskilt;2018K4;39 år;191
Aarhus;Kvinder;Fraskilt;2018K4;40 år;232
Aarhus;Kvinder;Fraskilt;2019K4;30 år;59
Aarhus;Kvinder;Fraskilt;2019K4;31 år;66
Aarhus;Kvinder;Fraskilt;2019K4;32 år;75
Aarhus;Kvinder;Fraskilt;2019K4;33 år;100
Aarhus;Kvinder;Fraskilt;2019K4;34 år;97
Aarhus;Kvinder;Fraskilt;2019K4;35 år;119
Aarhus;Kvinder;Fraskilt;2019K4;36 år;131
Aarhus;Kvinder;Fraskilt;2019K4;37 år;160
