OMRÅDE,KØN,CIVILSTAND,TID,ALDER,INDHOLD
Aalborg,Kvinder,Fraskilt,2018,35,92
Aalborg,Kvinder,Fraskilt,2018,36,117
Aalborg,Kvinder,Fraskilt,2018,37,102
Aalborg,Kvinder,Fraskilt,2018,38,133
Aalborg,Kvinder,Fraskilt,2018,39,150
Aalborg,Kvinder,Fraskilt,2018,40,163
Aalborg,Kvinder,Fraskilt,2019,30,33
Aalborg,Kvinder,Fraskilt,2019,31,52
Aalborg,Kvinder,Fraskilt,2019,32,64
Aalborg,Kvinder,Fraskilt,2019,33,57
Aalborg,Kvinder,Fraskilt,2019,34,66
Aalborg,Kvinder,Fraskilt,2019,35,86
Aalborg,Kvinder,Fraskilt,2019,36,92
Aalborg,Kvinder,Fraskilt,2019,37,120
Aalborg,Kvinder,Fraskilt,2019,38,107
Aalborg,Kvinder,Fraskilt,2019,39,143
Aalborg,Kvinder,Fraskilt,2019,40,169
Aalborg,Kvinder,Fraskilt,2020,30,51
Aalborg,Kvinder,Fraskilt,2020,31,43
Aalborg,Kvinder,Fraskilt,2020,32,55
Aalborg,Kvinder,Fraskilt,2020,33,68
Aalborg,Kvinder,Fraskilt,2020,34,63
Aalborg,Kvinder,Fraskilt,2020,35,72
Aalborg,Kvinder,Fraskilt,2020,36,85
Aalborg,Kvinder,Fraskilt,2020,37,107
Aalborg,Kvinder,Fraskilt,2020,38,126
Aalborg,Kvinder,Fraskilt,2020,39,122
Aalborg,Kvinder,Fraskilt,2020,40,155
Aarhus,Mænd,Ugift,2016,30,2252
Aarhus,Mænd,Ugift,2016,31,1900
Aarhus,Mænd,Ugift,2016,32,1632
Aarhus,Mænd,Ugift,2016,33,1415
Aarhus,Mænd,Ugift,2016,34,1303
Aarhus,Mænd,Ugift,2016,35,1159
Aarhus,Mænd,Ugift,2016,36,1057
Aarhus,Mænd,Ugift,2016,37,979
Aarhus,Mænd,Ugift,2016,38,895
Aarhus,Mænd,Ugift,2016,39,812
Aarhus,Mænd,Ugift,2016,40,735
Aarhus,Mænd,Ugift,2017,30,2372
Aarhus,Mænd,Ugift,2017,31,2029
Aarhus,Mænd,Ugift,2017,32,1688
Aarhus,Mænd,Ugift,2017,33,1455
Aarhus,Mænd,Ugift,2017,34,1264
Aarhus,Mænd,Ugift,2017,35,1189
Aarhus,Mænd,Ugift,2017,36,1057
Aarhus,Mænd,Ugift,2017,37,961
Aarhus,Mænd,Ugift,2017,38,907
Aarhus,Mænd,Ugift,2017,39,863
Aarhus,Mænd,Ugift,2017,40,764
Aarhus,Mænd,Ugift,2018,30,2403
Aarhus,Mænd,Ugift,2018,31,2080
Aarhus,Mænd,Ugift,2018,32,1794
Aarhus,Mænd,Ugift,2018,33,1517
Aarhus,Mænd,Ugift,2018,34,1340
Aarhus,Mænd,Ugift,2018,35,1157
Aarhus,Mænd,Ugift,2018,36,1069
Aarhus,Mænd,Ugift,2018,37,969
Aarhus,Mænd,Ugift,2018,38,888
Aarhus,Mænd,Ugift,2018,39,852
Aarhus,Mænd,Ugift,2018,40,812
Aarhus,Mænd,Ugift,2019,30,2538
Aarhus,Mænd,Ugift,2019,31,2196
Aarhus,Mænd,Ugift,2019,32,1861
Aarhus,Mænd,Ugift,2019,33,1625
Aarhus,Mænd,Ugift,2019,34,1398
Aarhus,Mænd,Ugift,2019,35,1197
Aarhus,Mænd,Ugift,2019,36,1055
Aarhus,Mænd,Ugift,2019,37,1006
Aarhus,Mænd,Ugift,2019,38,906
Aarhus,Mænd,Ugift,2019,39,842
Aarhus,Mænd,Ugift,2019,40,802
Aarhus,Mænd,Ugift,2020,30,2658
Aarhus,Mænd,Ugift,2020,31,2283
Aarhus,Mænd,Ugift,2020,32,1946
Aarhus,Mænd,Ugift,2020,33,1685
Aarhus,Mænd,Ugift,2020,34,1478
Aarhus,Mænd,Ugift,2020,35,1275
Aarhus,Mænd,Ugift,2020,36,1107
Aarhus,Mænd,Ugift,2020,37,975
Aarhus,Mænd,Ugift,2020,38,939
Aarhus,Mænd,Ugift,2020,39,843
Aarhus,Mænd,Ugift,2020,40,809
Aarhus,Mænd,Gift/separeret,2016,30,562
Aarhus,Mænd,Gift/separeret,2016,31,610
Aarhus,Mænd,Gift/separeret,2016,32,702
Aarhus,Mænd,Gift/separeret,2016,33,779
Aarhus,Mænd,Gift/separeret,2016,34,850
Aarhus,Mænd,Gift/separeret,2016,35,866
Aarhus,Mænd,Gift/separeret,2016,36,865
Aarhus,Mænd,Gift/separeret,2016,37,935
Aarhus,Mænd,Gift/separeret,2016,38,966
Aarhus,Mænd,Gift/separeret,2016,39,929
Aarhus,Mænd,Gift/separeret,2016,40,949
Aarhus,Mænd,Gift/separeret,2017,30,583
Aarhus,Mænd,Gift/separeret,2017,31,647
Aarhus,Mænd,Gift/separeret,2017,32,703
Aarhus,Mænd,Gift/separeret,2017,33,778
Aarhus,Mænd,Gift/separeret,2017,34,826
Aarhus,Mænd,Gift/separeret,2017,35,901
Aarhus,Mænd,Gift/separeret,2017,36,914
Aarhus,Mænd,Gift/separeret,2017,37,900
Aarhus,Mænd,Gift/separeret,2017,38,957
Aarhus,Mænd,Gift/separeret,2017,39,986
Aarhus,Mænd,Gift/separeret,2017,40,942
Aarhus,Mænd,Gift/separeret,2018,30,563
Aarhus,Mænd,Gift/separeret,2018,31,664
Aarhus,Mænd,Gift/separeret,2018,32,684
Aarhus,Mænd,Gift/separeret,2018,33,756
Aarhus,Mænd,Gift/separeret,2018,34,828
Aarhus,Mænd,Gift/separeret,2018,35,878
Aarhus,Mænd,Gift/separeret,2018,36,942
Aarhus,Mænd,Gift/separeret,2018,37,950
Aarhus,Mænd,Gift/separeret,2018,38,932
Aarhus,Mænd,Gift/separeret,2018,39,989
Aarhus,Mænd,Gift/separeret,2018,40,1001
Aarhus,Mænd,Gift/separeret,2019,30,653
Aarhus,Mænd,Gift/separeret,2019,31,620
Aarhus,Mænd,Gift/separeret,2019,32,744
Aarhus,Mænd,Gift/separeret,2019,33,755
Aarhus,Mænd,Gift/separeret,2019,34,786
Aarhus,Mænd,Gift/separeret,2019,35,877
Aarhus,Mænd,Gift/separeret,2019,36,899
Aarhus,Mænd,Gift/separeret,2019,37,969
Aarhus,Mænd,Gift/separeret,2019,38,973
Aarhus,Mænd,Gift/separeret,2019,39,952
Aarhus,Mænd,Gift/separeret,2019,40,997
Aarhus,Mænd,Gift/separeret,2020,30,596
Aarhus,Mænd,Gift/separeret,2020,31,694
Aarhus,Mænd,Gift/separeret,2020,32,670
Aarhus,Mænd,Gift/separeret,2020,33,781
Aarhus,Mænd,Gift/separeret,2020,34,810
Aarhus,Mænd,Gift/separeret,2020,35,811
Aarhus,Mænd,Gift/separeret,2020,36,888
Aarhus,Mænd,Gift/separeret,2020,37,896
Aarhus,Mænd,Gift/separeret,2020,38,948
Aarhus,Mænd,Gift/separeret,2020,39,985
Aarhus,Mænd,Gift/separeret,2020,40,969
Aarhus,Mænd,Enke/enkemand,2016,30,0
Aarhus,Mænd,Enke/enkemand,2016,31,0
Aarhus,Mænd,Enke/enkemand,2016,32,0
Aarhus,Mænd,Enke/enkemand,2016,33,0
Aarhus,Mænd,Enke/enkemand,2016,34,1
Aarhus,Mænd,Enke/enkemand,2016,35,1
Aarhus,Mænd,Enke/enkemand,2016,36,1
Aarhus,Mænd,Enke/enkemand,2016,37,0
Aarhus,Mænd,Enke/enkemand,2016,38,5
Aarhus,Mænd,Enke/enkemand,2016,39,4
Aarhus,Mænd,Enke/enkemand,2016,40,2
Aarhus,Mænd,Enke/enkemand,2017,30,0
Aarhus,Mænd,Enke/enkemand,2017,31,0
Aarhus,Mænd,Enke/enkemand,2017,32,1
Aarhus,Mænd,Enke/enkemand,2017,33,0
Aarhus,Mænd,Enke/enkemand,2017,34,1
Aarhus,Mænd,Enke/enkemand,2017,35,1
Aarhus,Mænd,Enke/enkemand,2017,36,1
Aarhus,Mænd,Enke/enkemand,2017,37,1
Aarhus,Mænd,Enke/enkemand,2017,38,0
Aarhus,Mænd,Enke/enkemand,2017,39,4
Aarhus,Mænd,Enke/enkemand,2017,40,4
Aarhus,Mænd,Enke/enkemand,2018,30,0
Aarhus,Mænd,Enke/enkemand,2018,31,1
Aarhus,Mænd,Enke/enkemand,2018,32,1
Aarhus,Mænd,Enke/enkemand,2018,33,2
Aarhus,Mænd,Enke/enkemand,2018,34,0
Aarhus,Mænd,Enke/enkemand,2018,35,1
Aarhus,Mænd,Enke/enkemand,2018,36,1
Aarhus,Mænd,Enke/enkemand,2018,37,3
Aarhus,Mænd,Enke/enkemand,2018,38,2
Aarhus,Mænd,Enke/enkemand,2018,39,1
Aarhus,Mænd,Enke/enkemand,2018,40,3
Aarhus,Mænd,Enke/enkemand,2019,30,1
Aarhus,Mænd,Enke/enkemand,2019,31,0
Aarhus,Mænd,Enke/enkemand,2019,32,1
Aarhus,Mænd,Enke/enkemand,2019,33,0
Aarhus,Mænd,Enke/enkemand,2019,34,2
Aarhus,Mænd,Enke/enkemand,2019,35,0
Aarhus,Mænd,Enke/enkemand,2019,36,1
Aarhus,Mænd,Enke/enkemand,2019,37,2
Aarhus,Mænd,Enke/enkemand,2019,38,3
Aarhus,Mænd,Enke/enkemand,2019,39,4
Aarhus,Mænd,Enke/enkemand,2019,40,2
Aarhus,Mænd,Enke/enkemand,2020,30,0
Aarhus,Mænd,Enke/enkemand,2020,31,1
Aarhus,Mænd,Enke/enkemand,2020,32,0
Aarhus,Mænd,Enke/enkemand,2020,33,0
Aarhus,Mænd,Enke/enkemand,2020,34,0
Aarhus,Mænd,Enke/enkemand,2020,35,3
Aarhus,Mænd,Enke/enkemand,2020,36,0
Aarhus,Mænd,Enke/enkemand,2020,37,1
Aarhus,Mænd,Enke/enkemand,2020,38,2
Aarhus,Mænd,Enke/enkemand,2020,39,4
Aarhus,Mænd,Enke/enkemand,2020,40,2
Aarhus,Mænd,Fraskilt,2016,30,30
Aarhus,Mænd,Fraskilt,2016,31,29
Aarhus,Mænd,Fraskilt,2016,32,74
Aarhus,Mænd,Fraskilt,2016,33,63
Aarhus,Mænd,Fraskilt,2016,34,63
Aarhus,Mænd,Fraskilt,2016,35,107
Aarhus,Mænd,Fraskilt,2016,36,100
Aarhus,Mænd,Fraskilt,2016,37,133
Aarhus,Mænd,Fraskilt,2016,38,127
Aarhus,Mænd,Fraskilt,2016,39,137
Aarhus,Mænd,Fraskilt,2016,40,149
Aarhus,Mænd,Fraskilt,2017,30,29
Aarhus,Mænd,Fraskilt,2017,31,47
Aarhus,Mænd,Fraskilt,2017,32,40
Aarhus,Mænd,Fraskilt,2017,33,78
Aarhus,Mænd,Fraskilt,2017,34,69
Aarhus,Mænd,Fraskilt,2017,35,67
Aarhus,Mænd,Fraskilt,2017,36,103
Aarhus,Mænd,Fraskilt,2017,37,111
Aarhus,Mænd,Fraskilt,2017,38,141
Aarhus,Mænd,Fraskilt,2017,39,142
Aarhus,Mænd,Fraskilt,2017,40,146
Aarhus,Mænd,Fraskilt,2018,30,45
Aarhus,Mænd,Fraskilt,2018,31,37
Aarhus,Mænd,Fraskilt,2018,32,53
Aarhus,Mænd,Fraskilt,2018,33,48
Aarhus,Mænd,Fraskilt,2018,34,83
Aarhus,Mænd,Fraskilt,2018,35,66
Aarhus,Mænd,Fraskilt,2018,36,79
Aarhus,Mænd,Fraskilt,2018,37,104
Aarhus,Mænd,Fraskilt,2018,38,118
Aarhus,Mænd,Fraskilt,2018,39,142
Aarhus,Mænd,Fraskilt,2018,40,154
Aarhus,Mænd,Fraskilt,2019,30,25
Aarhus,Mænd,Fraskilt,2019,31,59
Aarhus,Mænd,Fraskilt,2019,32,45
Aarhus,Mænd,Fraskilt,2019,33,56
Aarhus,Mænd,Fraskilt,2019,34,48
Aarhus,Mænd,Fraskilt,2019,35,95
Aarhus,Mænd,Fraskilt,2019,36,79
Aarhus,Mænd,Fraskilt,2019,37,91
Aarhus,Mænd,Fraskilt,2019,38,105
Aarhus,Mænd,Fraskilt,2019,39,121
Aarhus,Mænd,Fraskilt,2019,40,161
Aarhus,Mænd,Fraskilt,2020,30,30
Aarhus,Mænd,Fraskilt,2020,31,31
Aarhus,Mænd,Fraskilt,2020,32,62
Aarhus,Mænd,Fraskilt,2020,33,56
Aarhus,Mænd,Fraskilt,2020,34,66
Aarhus,Mænd,Fraskilt,2020,35,59
Aarhus,Mænd,Fraskilt,2020,36,95
Aarhus,Mænd,Fraskilt,2020,37,89
Aarhus,Mænd,Fraskilt,2020,38,99
Aarhus,Mænd,Fraskilt,2020,39,117
Aarhus,Mænd,Fraskilt,2020,40,136
Aarhus,Kvinder,Ugift,2016,30,1718
Aarhus,Kvinder,Ugift,2016,31,1496
Aarhus,Kvinder,Ugift,2016,32,1311
Aarhus,Kvinder,Ugift,2016,33,1150
Aarhus,Kvinder,Ugift,2016,34,1045
Aarhus,Kvinder,Ugift,2016,35,869
Aarhus,Kvinder,Ugift,2016,36,802
Aarhus,Kvinder,Ugift,2016,37,724
Aarhus,Kvinder,Ugift,2016,38,637
Aarhus,Kvinder,Ugift,2016,39,619
Aarhus,Kvinder,Ugift,2016,40,598
Aarhus,Kvinder,Ugift,2017,30,1931
Aarhus,Kvinder,Ugift,2017,31,1525
Aarhus,Kvinder,Ugift,2017,32,1342
Aarhus,Kvinder,Ugift,2017,33,1154
Aarhus,Kvinder,Ugift,2017,34,1003
Aarhus,Kvinder,Ugift,2017,35,958
Aarhus,Kvinder,Ugift,2017,36,808
Aarhus,Kvinder,Ugift,2017,37,771
Aarhus,Kvinder,Ugift,2017,38,671
Aarhus,Kvinder,Ugift,2017,39,619
Aarhus,Kvinder,Ugift,2017,40,583
Aarhus,Kvinder,Ugift,2018,30,1957
Aarhus,Kvinder,Ugift,2018,31,1659
Aarhus,Kvinder,Ugift,2018,32,1368
Aarhus,Kvinder,Ugift,2018,33,1182
Aarhus,Kvinder,Ugift,2018,34,1040
Aarhus,Kvinder,Ugift,2018,35,915
Aarhus,Kvinder,Ugift,2018,36,876
Aarhus,Kvinder,Ugift,2018,37,736
Aarhus,Kvinder,Ugift,2018,38,720
Aarhus,Kvinder,Ugift,2018,39,637
Aarhus,Kvinder,Ugift,2018,40,589
Aarhus,Kvinder,Ugift,2019,30,2118
Aarhus,Kvinder,Ugift,2019,31,1774
Aarhus,Kvinder,Ugift,2019,32,1468
Aarhus,Kvinder,Ugift,2019,33,1241
Aarhus,Kvinder,Ugift,2019,34,1059
Aarhus,Kvinder,Ugift,2019,35,955
Aarhus,Kvinder,Ugift,2019,36,853
Aarhus,Kvinder,Ugift,2019,37,824
Aarhus,Kvinder,Ugift,2019,38,683
Aarhus,Kvinder,Ugift,2019,39,676
Aarhus,Kvinder,Ugift,2019,40,608
Aarhus,Kvinder,Ugift,2020,30,2143
Aarhus,Kvinder,Ugift,2020,31,1884
Aarhus,Kvinder,Ugift,2020,32,1530
Aarhus,Kvinder,Ugift,2020,33,1331
Aarhus,Kvinder,Ugift,2020,34,1136
Aarhus,Kvinder,Ugift,2020,35,968
Aarhus,Kvinder,Ugift,2020,36,887
Aarhus,Kvinder,Ugift,2020,37,799
Aarhus,Kvinder,Ugift,2020,38,754
Aarhus,Kvinder,Ugift,2020,39,648
Aarhus,Kvinder,Ugift,2020,40,653
Aarhus,Kvinder,Gift/separeret,2016,30,737
Aarhus,Kvinder,Gift/separeret,2016,31,760
Aarhus,Kvinder,Gift/separeret,2016,32,872
Aarhus,Kvinder,Gift/separeret,2016,33,834
Aarhus,Kvinder,Gift/separeret,2016,34,947
Aarhus,Kvinder,Gift/separeret,2016,35,964
Aarhus,Kvinder,Gift/separeret,2016,36,992
Aarhus,Kvinder,Gift/separeret,2016,37,1058
Aarhus,Kvinder,Gift/separeret,2016,38,998
Aarhus,Kvinder,Gift/separeret,2016,39,889
Aarhus,Kvinder,Gift/separeret,2016,40,1023
Aarhus,Kvinder,Gift/separeret,2017,30,789
Aarhus,Kvinder,Gift/separeret,2017,31,796
Aarhus,Kvinder,Gift/separeret,2017,32,799
Aarhus,Kvinder,Gift/separeret,2017,33,909
Aarhus,Kvinder,Gift/separeret,2017,34,893
Aarhus,Kvinder,Gift/separeret,2017,35,994
Aarhus,Kvinder,Gift/separeret,2017,36,984
Aarhus,Kvinder,Gift/separeret,2017,37,993
Aarhus,Kvinder,Gift/separeret,2017,38,1080
Aarhus,Kvinder,Gift/separeret,2017,39,1003
Aarhus,Kvinder,Gift/separeret,2017,40,910
Aarhus,Kvinder,Gift/separeret,2018,30,760
Aarhus,Kvinder,Gift/separeret,2018,31,863
Aarhus,Kvinder,Gift/separeret,2018,32,841
Aarhus,Kvinder,Gift/separeret,2018,33,874
Aarhus,Kvinder,Gift/separeret,2018,34,962
Aarhus,Kvinder,Gift/separeret,2018,35,929
Aarhus,Kvinder,Gift/separeret,2018,36,1008
Aarhus,Kvinder,Gift/separeret,2018,37,1010
Aarhus,Kvinder,Gift/separeret,2018,38,997
Aarhus,Kvinder,Gift/separeret,2018,39,1086
Aarhus,Kvinder,Gift/separeret,2018,40,1004
Aarhus,Kvinder,Gift/separeret,2019,30,827
Aarhus,Kvinder,Gift/separeret,2019,31,827
Aarhus,Kvinder,Gift/separeret,2019,32,931
Aarhus,Kvinder,Gift/separeret,2019,33,889
Aarhus,Kvinder,Gift/separeret,2019,34,908
Aarhus,Kvinder,Gift/separeret,2019,35,989
Aarhus,Kvinder,Gift/separeret,2019,36,944
Aarhus,Kvinder,Gift/separeret,2019,37,1041
Aarhus,Kvinder,Gift/separeret,2019,38,1028
Aarhus,Kvinder,Gift/separeret,2019,39,1025
Aarhus,Kvinder,Gift/separeret,2019,40,1112
Aarhus,Kvinder,Gift/separeret,2020,30,774
Aarhus,Kvinder,Gift/separeret,2020,31,841
Aarhus,Kvinder,Gift/separeret,2020,32,881
Aarhus,Kvinder,Gift/separeret,2020,33,955
Aarhus,Kvinder,Gift/separeret,2020,34,913
Aarhus,Kvinder,Gift/separeret,2020,35,912
Aarhus,Kvinder,Gift/separeret,2020,36,967
Aarhus,Kvinder,Gift/separeret,2020,37,931
Aarhus,Kvinder,Gift/separeret,2020,38,1053
Aarhus,Kvinder,Gift/separeret,2020,39,1042
Aarhus,Kvinder,Gift/separeret,2020,40,1019
Aarhus,Kvinder,Enke/enkemand,2016,30,1
Aarhus,Kvinder,Enke/enkemand,2016,31,3
Aarhus,Kvinder,Enke/enkemand,2016,32,3
Aarhus,Kvinder,Enke/enkemand,2016,33,0
Aarhus,Kvinder,Enke/enkemand,2016,34,3
Aarhus,Kvinder,Enke/enkemand,2016,35,3
Aarhus,Kvinder,Enke/enkemand,2016,36,2
Aarhus,Kvinder,Enke/enkemand,2016,37,6
Aarhus,Kvinder,Enke/enkemand,2016,38,9
Aarhus,Kvinder,Enke/enkemand,2016,39,4
Aarhus,Kvinder,Enke/enkemand,2016,40,6
Aarhus,Kvinder,Enke/enkemand,2017,30,2
Aarhus,Kvinder,Enke/enkemand,2017,31,1
Aarhus,Kvinder,Enke/enkemand,2017,32,2
Aarhus,Kvinder,Enke/enkemand,2017,33,4
Aarhus,Kvinder,Enke/enkemand,2017,34,1
Aarhus,Kvinder,Enke/enkemand,2017,35,3
Aarhus,Kvinder,Enke/enkemand,2017,36,3
Aarhus,Kvinder,Enke/enkemand,2017,37,2
Aarhus,Kvinder,Enke/enkemand,2017,38,6
Aarhus,Kvinder,Enke/enkemand,2017,39,10
Aarhus,Kvinder,Enke/enkemand,2017,40,4
Aarhus,Kvinder,Enke/enkemand,2018,30,4
Aarhus,Kvinder,Enke/enkemand,2018,31,2
Aarhus,Kvinder,Enke/enkemand,2018,32,1
Aarhus,Kvinder,Enke/enkemand,2018,33,2
Aarhus,Kvinder,Enke/enkemand,2018,34,4
Aarhus,Kvinder,Enke/enkemand,2018,35,2
Aarhus,Kvinder,Enke/enkemand,2018,36,3
Aarhus,Kvinder,Enke/enkemand,2018,37,2
Aarhus,Kvinder,Enke/enkemand,2018,38,4
Aarhus,Kvinder,Enke/enkemand,2018,39,6
Aarhus,Kvinder,Enke/enkemand,2018,40,9
Aarhus,Kvinder,Enke/enkemand,2019,30,1
Aarhus,Kvinder,Enke/enkemand,2019,31,4
Aarhus,Kvinder,Enke/enkemand,2019,32,3
Aarhus,Kvinder,Enke/enkemand,2019,33,2
Aarhus,Kvinder,Enke/enkemand,2019,34,2
Aarhus,Kvinder,Enke/enkemand,2019,35,5
Aarhus,Kvinder,Enke/enkemand,2019,36,2
Aarhus,Kvinder,Enke/enkemand,2019,37,4
Aarhus,Kvinder,Enke/enkemand,2019,38,4
Aarhus,Kvinder,Enke/enkemand,2019,39,4
Aarhus,Kvinder,Enke/enkemand,2019,40,6
Aarhus,Kvinder,Enke/enkemand,2020,30,0
Aarhus,Kvinder,Enke/enkemand,2020,31,2
Aarhus,Kvinder,Enke/enkemand,2020,32,3
Aarhus,Kvinder,Enke/enkemand,2020,33,4
Aarhus,Kvinder,Enke/enkemand,2020,34,3
Aarhus,Kvinder,Enke/enkemand,2020,35,3
Aarhus,Kvinder,Enke/enkemand,2020,36,6
Aarhus,Kvinder,Enke/enkemand,2020,37,2
Aarhus,Kvinder,Enke/enkemand,2020,38,5
Aarhus,Kvinder,Enke/enkemand,2020,39,6
Aarhus,Kvinder,Enke/enkemand,2020,40,5
Aarhus,Kvinder,Fraskilt,2016,30,72
Aarhus,Kvinder,Fraskilt,2016,31,86
Aarhus,Kvinder,Fraskilt,2016,32,84
Aarhus,Kvinder,Fraskilt,2016,33,97
Aarhus,Kvinder,Fraskilt,2016,34,144
Aarhus,Kvinder,Fraskilt,2016,35,143
Aarhus,Kvinder,Fraskilt,2016,36,156
Aarhus,Kvinder,Fraskilt,2016,37,176
Aarhus,Kvinder,Fraskilt,2016,38,218
Aarhus,Kvinder,Fraskilt,2016,39,200
Aarhus,Kvinder,Fraskilt,2016,40,247
Aarhus,Kvinder,Fraskilt,2017,30,55
Aarhus,Kvinder,Fraskilt,2017,31,86
Aarhus,Kvinder,Fraskilt,2017,32,86
Aarhus,Kvinder,Fraskilt,2017,33,96
Aarhus,Kvinder,Fraskilt,2017,34,115
Aarhus,Kvinder,Fraskilt,2017,35,148
Aarhus,Kvinder,Fraskilt,2017,36,145
Aarhus,Kvinder,Fraskilt,2017,37,168
Aarhus,Kvinder,Fraskilt,2017,38,189
Aarhus,Kvinder,Fraskilt,2017,39,222
Aarhus,Kvinder,Fraskilt,2017,40,203
Aarhus,Kvinder,Fraskilt,2018,30,56
Aarhus,Kvinder,Fraskilt,2018,31,69
Aarhus,Kvinder,Fraskilt,2018,32,94
Aarhus,Kvinder,Fraskilt,2018,33,89
Aarhus,Kvinder,Fraskilt,2018,34,109
Aarhus,Kvinder,Fraskilt,2018,35,123
Aarhus,Kvinder,Fraskilt,2018,36,157
Aarhus,Kvinder,Fraskilt,2018,37,156
Aarhus,Kvinder,Fraskilt,2018,38,182
Aarhus,Kvinder,Fraskilt,2018,39,191
Aarhus,Kvinder,Fraskilt,2018,40,232
Aarhus,Kvinder,Fraskilt,2019,30,59
Aarhus,Kvinder,Fraskilt,2019,31,66
Aarhus,Kvinder,Fraskilt,2019,32,75
Aarhus,Kvinder,Fraskilt,2019,33,100
Aarhus,Kvinder,Fraskilt,2019,34,97
Aarhus,Kvinder,Fraskilt,2019,35,119
